"Commuting duration by main mode of commuting and time arriving at work: Canada, provinces and territories, census divisions and census subdivisions of work",Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,Unnamed: 55,Unnamed: 57,Unnamed: 59,Unnamed: 61,Unnamed: 63,Unnamed: 65,Unnamed: 67,Unnamed: 69,Unnamed: 71,Unnamed: 73,Unnamed: 75,Unnamed: 77,Unnamed: 79,Unnamed: 81,Unnamed: 83,Unnamed: 85,Unnamed: 87,Unnamed: 89,Unnamed: 91,Unnamed: 93,Unnamed: 95,Unnamed: 97,Unnamed: 99,Unnamed: 101,Unnamed: 103,Unnamed: 105,Unnamed: 107,Unnamed: 109,Unnamed: 111,Unnamed: 113,Unnamed: 115,Unnamed: 117,Unnamed: 119,Unnamed: 121,Unnamed: 123,Unnamed: 125,Unnamed: 127,Unnamed: 129,Unnamed: 131,Unnamed: 133,Unnamed: 135,Unnamed: 137,Unnamed: 139,Unnamed: 141,Unnamed: 143
Duck Lake 7 i5043,50,120,35,30,20,25.7,30,0,0,0,0,14,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,7.2,20,0,0,0,0,5.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Tsinstikeptum 9 i5044,"1,535",775,350,35,50,15.2,155,135,105,65,40,24.8,15,15,90,65,40,39.6,15,15,90,65,40,39.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,140,115,20,0,0,12.8,135,110,20,0,0,12.6,10,10,0,0,0,15,15,0,0,0,0,,40,10,0,0,0,7.5
Tsinstikeptum 10 i5045,380,300,60,10,0,15,0,15,0,0,0,22,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,15,0,0,0,20,0,15,0,0,0,15,0,0,0,0,0,,10,0,0,0,0,,0,10,0,0,0,
North Okanagan i5046,"11,125","7,450","2,315",925,425,16.7,"1,265",700,275,80,35,15,20,65,80,45,25,32,20,65,80,45,25,32,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"1,245",635,195,35,15,13.1,"1,085",475,155,30,15,12.6,160,160,45,10,0,15.7,40,0,10,0,0,13.6,355,95,10,0,0,7.3
Lumby i5047,250,120,125,15,20,18.6,50,15,10,0,0,10.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,15,10,0,0,10.2,50,15,0,0,0,7.4,0,0,10,0,0,,0,0,0,0,0,,0,10,0,0,0,
Coldstream i5048,400,400,90,40,40,19.6,85,10,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,85,10,0,0,0,8,75,0,0,0,0,5.3,0,10,0,0,0,22,0,0,0,0,0,,55,0,0,0,0,1.8
Vernon i5049,"8,060","4,425","1,310",595,170,15.5,710,570,220,60,35,17.1,20,65,70,35,25,31.5,20,65,70,35,25,31.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,690,505,155,30,15,15,575,370,120,30,15,14.9,120,140,30,0,0,15.3,30,0,0,0,0,10,125,80,10,0,0,11
North Okanagan B i5050,270,370,70,55,20,18.8,50,0,0,0,0,5.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,0,0,0,0,5.3,45,0,0,0,0,5,10,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,6
North Okanagan C i5051,140,115,45,10,15,18.6,30,15,10,0,0,11.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,15,10,0,0,11.6,25,15,10,0,0,12.6,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,1
North Okanagan D i5052,85,100,40,25,20,22.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
North Okanagan E i5053,35,10,0,0,20,38.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Spallumcheen i5054,380,840,245,40,25,19.6,45,0,0,0,0,5.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,5.7,45,0,0,0,0,5.7,0,0,0,0,0,,0,0,10,0,0,,10,0,0,0,0,
Armstrong i5055,830,630,200,90,75,18.4,160,65,15,0,0,10.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,160,65,15,0,0,10.7,130,50,15,0,0,10.2,25,15,0,0,0,12.8,0,0,0,0,0,,35,0,0,0,0,5.2
Enderby i5056,380,260,120,15,0,15.9,75,10,0,20,0,13.6,0,0,0,10,0,,0,0,0,10,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,10,0,0,0,8,75,10,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
North Okanagan F i5057,155,115,40,45,10,19.8,40,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,3,40,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,4.2
Okanagan (Part) 1 i5058,80,45,25,0,0,15.6,10,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,8,10,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Enderby 2 i5059,45,25,0,0,0,11,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Priest's Valley 6 i5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris 3 i5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia-Shuswap i5062,"8,475","3,135","1,100",365,340,14.9,"1,600",530,95,40,25,10.6,0,15,0,0,15,33,0,15,0,0,10,38,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"1,595",515,90,40,10,10.2,"1,140",330,70,35,10,10.1,455,185,20,0,0,10.3,15,0,10,0,0,14.4,190,0,0,10,0,5
Golden i5063,"1,365",405,90,10,0,10.4,260,70,15,10,10,11.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,260,70,15,10,10,11.1,185,60,10,10,10,12.2,80,10,0,0,0,8,0,0,0,0,0,,25,0,0,0,0,1.4
Columbia-Shuswap A i5064,50,30,20,20,0,21.6,45,0,0,0,0,3.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,3.5,45,0,0,0,0,3.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Revelstoke i5065,"2,025",275,30,60,155,14.9,600,200,25,0,0,9.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,600,200,25,0,0,9.9,290,80,20,0,0,9.7,310,120,10,0,0,10,0,0,0,0,0,,70,0,0,0,0,4.1
Columbia-Shuswap B i5066,0,0,10,0,10,84,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Salmon Arm i5067,"3,710","1,710",625,155,90,14.9,350,175,45,10,15,13.2,0,10,0,0,10,35,0,10,0,0,10,40,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,345,165,40,10,0,12,310,125,30,10,0,11.5,35,45,0,0,0,15.1,0,0,10,0,0,,55,0,0,0,0,5.3
Columbia-Shuswap C i5068,405,225,105,30,35,17.7,130,40,0,0,0,6.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,130,40,0,0,0,6.7,115,25,0,0,0,5.6,10,20,0,0,0,11.2,0,0,0,0,0,,20,0,0,0,0,1.2
Columbia-Shuswap D i5069,125,140,60,25,10,19.9,60,0,0,0,0,3.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,60,0,0,0,0,3.4,55,0,0,0,0,3.6,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Columbia-Shuswap E i5070,90,55,10,20,0,16.7,25,0,0,0,0,2.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,2.6,25,0,0,0,0,2.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Columbia-Shuswap F i5071,175,55,40,15,20,18.2,45,0,0,0,0,2.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,2.9,45,0,0,0,0,2.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sicamous i5072,380,140,55,20,15,14.9,70,40,0,15,0,13.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,70,40,0,15,0,13.5,65,40,0,15,0,14.2,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Chum Creek 2 i5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hustalen 1 i5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Bay 5 i5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okanagan (Part) 1 i5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaaout 1 i5077,20,40,30,10,0,23,0,0,10,0,0,24,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,0,24,0,0,10,0,0,24,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Salmon River 1 i5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotch Creek 4 i5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switsemalph 3 i5080,45,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Switsemalph i5081,75,35,20,0,0,13.8,10,0,0,0,0,13,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,13,10,0,0,0,0,13,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo i5082,"9,380","4,755","1,200",515,680,16.4,720,275,95,85,155,19.5,25,35,20,70,135,47.8,25,35,20,70,135,47.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,695,240,75,15,15,11.5,650,220,55,15,10,11.1,45,20,15,0,0,16.2,20,15,0,0,0,11.2,155,55,10,20,15,17.6
One Hundred Mile House i5083,800,760,160,50,35,16.3,55,50,25,0,0,15.7,0,20,0,0,0,15.2,0,20,0,0,0,15.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,55,30,25,0,0,15.8,55,30,20,0,0,15.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Williams Lake i5084,"3,880","1,415",405,120,230,15.4,230,135,25,10,15,14.9,15,10,0,0,0,18,15,10,0,0,0,18,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,215,125,25,0,15,14.6,185,120,25,0,10,14.8,30,10,0,0,0,13.6,10,0,0,0,0,11,15,25,0,0,0,10.4
Cariboo D i5085,50,105,95,180,140,41.9,0,0,0,60,120,57.6,0,0,0,60,120,57.6,0,0,0,60,120,57.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,20,0,46
Cariboo E i5086,70,20,20,0,0,12,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Quesnel i5087,"3,325","1,650",180,30,80,12.9,135,65,35,10,0,14.6,0,0,10,0,0,24,0,0,10,0,0,24,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,130,65,25,10,0,13.7,120,50,15,10,0,12.9,15,15,0,0,0,18.5,0,0,0,0,0,12,30,0,0,0,0,12.8
Cariboo F i5088,50,20,30,0,15,24.2,20,0,0,0,0,1.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,1.5,20,0,0,0,0,1.5,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Cariboo G i5089,320,250,100,25,20,18.5,20,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,1,20,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,1.4
Cariboo H i5090,35,35,25,0,0,17,20,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,2,20,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo L i5091,90,70,40,0,0,14.8,45,0,0,0,0,1.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,1.3,45,0,0,0,0,1.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo A i5092,290,180,20,0,15,15.5,50,0,0,0,0,10.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,0,0,0,0,7,50,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,,20,15,0,0,0,10.4
Cariboo B i5093,80,100,55,90,65,32.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,2
Wells i5094,35,30,30,10,25,31.2,0,0,0,0,15,50,0,0,0,0,15,56,0,0,0,0,15,56,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,0,60
Cariboo C i5095,40,10,0,0,0,15.2,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo I i5096,25,20,10,0,0,16.4,20,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,5.6,20,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo J i5097,25,0,0,0,10,23.2,20,0,0,0,0,4.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,4.4,20,0,0,0,0,4.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cariboo K i5098,35,0,15,0,0,17.6,10,0,0,0,0,9.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,9.5,10,0,0,0,0,9.5,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,28
Alkali Lake 1 i5099,50,0,0,0,10,15.4,10,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,5.2,10,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Canim Lake 1 i5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canim Lake 4 i5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canoe Creek 3 i5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Creek 2 i5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog Creek 1 i5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog Creek 2 i5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lohbiee 3 i5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quesnel 1 i5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soda Creek 1 i5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johny Sticks 2 i5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Lake 1 i5110,20,35,0,0,0,12.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Canim Lake 2 i5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Creek 14 i5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Creek 16 i5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anahim's Flat 1 i5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charley Boy's Meadow 3 i5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilco Lake 1 i5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilco Lake 1A i5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanakut 4 i5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kluskus 1 i5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coglistiko River 29 i5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazco 20 i5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puntzi Lake 2 i5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redstone Flat 1 i5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squinas 2 i5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone 1 i5125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agats Meadow 8 i5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Squinas Ranch 2A i5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Creek 21 i5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptiste Meadow 2 i5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toosey 1 i5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towdystan Lake 3 i5131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trout Lake Alec 16 i5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulkatcho 13 i5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windy Mouth 7 i5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Creek 34 i5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betty Creek 18 i5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon River Meadow 7 i5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundayman's Meadow 3 i5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euchinico Creek 17 i5139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Harry 4 i5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishtrap 19 i5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan Lake 3 i5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkali Lake 4A i5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lezbye 6 i5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Gardens 36 i5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulkatcho 14A i5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baezaeko River 27 i5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria i5148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anahim's Meadow i5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden i5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Springs i5151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Lake 3 i5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Waddington i5153,"2,040",350,265,70,120,14.5,390,75,30,10,15,12.1,0,0,30,10,10,38.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,25,10,10,42,390,75,0,0,0,9.4,365,65,0,0,0,8.5,30,0,0,0,0,19,0,0,0,0,0,,30,0,15,0,25,50
Alert Bay i5154,55,0,0,0,0,4.9,10,0,0,0,10,34,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,30,10,0,0,0,0,7.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
