Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
McLean,0.0,35.0,0.0,15.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,7.6,Sask.,392,405,-3.2,1.32,295.9
McLennan,215.0,90.0,50.0,10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,695,701,-0.9,3.58,194.3
McLeod Lake 1,25.0,0.0,35.0,0.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,81,87,-6.9,10.23,7.9
McLeod No. 185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,401,365,9.9,872.52,0.5
McMasterville,370.0,490.0,135.0,50.0,15.0,18.9,0.0,0.0,0.0,0.0,0.0,32.0,60.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Que.,5936,5698,4.2,3.12,1904.0
McMillan Island 6,25.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,96,94,2.1,1.78,53.9
McMurrich/Monteith,25.0,10.0,0.0,20.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,907,824,10.1,275.26,3.3
McNab/Braeside,140.0,115.0,50.0,35.0,45.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,Ont.,7591,7178,5.8,255.28,29.7
McTaggart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,125,121,3.3,0.75,166.9
Meacham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,96,99,-3.0,1.26,76.0
Meadow Lake,1415.0,655.0,210.0,30.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,17.0,Sask.,5322,5344,-0.4,12.37,430.2
Meadow Lake 105A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,10,0,0.0,2.67,3.7
Meadows,25.0,40.0,10.0,10.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,404,626,-35.5,3.82,105.7
Meaford,780.0,425.0,265.0,35.0,95.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,150.0,25.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,0.0,0.0,0.0,3.7,Ont.,11485,10991,4.5,587.57,19.5
Meath Park,20.0,10.0,15.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,169,175,-3.4,0.53,318.1
Medicine Hat,11630.0,6240.0,475.0,165.0,230.0,12.8,50.0,85.0,100.0,40.0,45.0,29.6,545.0,250.0,85.0,0.0,10.0,13.5,35.0,0.0,0.0,0.0,0.0,8.4,165.0,50.0,10.0,10.0,0.0,11.2,Alta.,63271,63260,0.0,111.97,565.1
Medstead,40.0,35.0,15.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Sask.,121,130,-6.9,0.65,185.8
Medstead No. 497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,489,508,-3.7,1195.14,0.4
Meeting Lake No. 466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,335,319,5.0,1043.34,0.3
Melancthon,90.0,60.0,45.0,55.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.2,Ont.,3132,3008,4.1,310.39,10.1
Melbourne,95.0,120.0,90.0,0.0,10.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1096,1063,3.1,173.93,6.3
Melfort,1680.0,460.0,230.0,65.0,30.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,195.0,40.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Sask.,5955,5992,-0.6,14.73,404.2
Melita,270.0,95.0,55.0,10.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Man.,1041,1042,-0.1,3.19,326.4
Melville,1010.0,240.0,215.0,45.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Sask.,4493,4562,-1.5,14.78,304.0
Melville Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,54,19,184.2,0.11,499.1
Membertou 28B,215.0,90.0,45.0,10.0,15.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,N.S.,1103,1015,8.7,1.48,745.7
Memramcook,315.0,200.0,90.0,10.0,0.0,15.5,0.0,15.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.2,N.B.,5029,4778,5.3,186.64,26.9
Mendham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,25,30,-16.7,0.59,42.3
Meota,50.0,25.0,30.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,325,304,6.9,1.61,202.3
Meota No. 468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,1110,933,19.0,642.11,1.7
Mercier,850.0,675.0,255.0,65.0,60.0,18.2,10.0,0.0,0.0,0.0,10.0,40.0,130.0,40.0,10.0,0.0,0.0,8.1,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,0.0,0.0,36.5,Que.,14626,13115,11.5,45.96,318.2
Merigomish Harbour 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,0,0,0.0,0.23,0.0
Merrickville-Wolford,160.0,210.0,95.0,55.0,30.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Ont.,3135,3067,2.2,214.33,14.6
Merritt,1550.0,320.0,115.0,100.0,85.0,14.5,0.0,10.0,15.0,0.0,0.0,34.0,140.0,55.0,15.0,0.0,10.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,12.0,B.C.,7051,7139,-1.2,26.04,270.7
Mervin,25.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,159,159,0.0,0.69,231.2
Mervin No. 499,50.0,0.0,10.0,10.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,1711,1256,36.2,1581.66,1.1
Messines,90.0,80.0,0.0,0.0,15.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1655,1609,2.9,110.11,15.0
Metchosin,155.0,315.0,200.0,50.0,15.0,24.6,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,10.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,15.2,B.C.,5067,4708,7.6,69.57,72.8
Metinota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,86,80,7.5,0.46,187.8
Metro Vancouver A,400.0,1315.0,1575.0,840.0,580.0,34.3,55.0,480.0,680.0,575.0,845.0,47.8,615.0,625.0,220.0,115.0,55.0,19.5,10.0,20.0,0.0,0.0,0.0,26.0,50.0,80.0,15.0,0.0,20.0,20.3,B.C.,18612,16133,15.4,815.21,22.8
Mewatha Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,103,90,14.4,0.79,129.8
Michel Gardens 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,5,5,0.0,0.04,120.8
Midale,75.0,25.0,65.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,510,604,-15.6,1.62,315.3
Middle Arm,45.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,443,474,-6.5,24.93,17.8
Middle Lake,55.0,10.0,10.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,188,241,-22.0,1.02,183.5
Middlesex Centre,885.0,1335.0,580.0,125.0,75.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,4.6,Ont.,18928,17262,9.7,588.16,32.2
Middleton,710.0,420.0,105.0,50.0,20.0,15.6,0.0,10.0,0.0,0.0,0.0,26.0,20.0,10.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,N.S.,1873,1832,2.2,5.55,337.3
Midland,3680.0,2015.0,500.0,250.0,190.0,16.1,25.0,15.0,0.0,0.0,20.0,30.4,285.0,90.0,55.0,10.0,10.0,13.4,15.0,15.0,0.0,0.0,0.0,11.2,70.0,15.0,0.0,0.0,0.0,10.7,Ont.,17817,16864,5.7,35.33,504.3
Midway,95.0,80.0,15.0,20.0,10.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,651,649,0.3,12.23,53.2
Milan,30.0,30.0,10.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,318,299,6.4,129.44,2.5
Milden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,153,167,-8.4,0.96,158.9
Milden No. 286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,280,327,-14.4,732.95,0.4
Miles Cove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,97,104,-6.7,3.98,24.3
Milestone,55.0,15.0,10.0,15.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.1,Sask.,682,699,-2.4,2.12,321.7
Millbrook 27,230.0,105.0,30.0,20.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,N.S.,921,860,7.1,3.65,252.1
Mille-Isles,0.0,35.0,20.0,25.0,0.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.2,Que.,1721,1567,9.8,58.73,29.3
Millertown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,87,81,7.4,3.08,28.3
Milltown-Head of Bay d'Espoir,70.0,60.0,15.0,0.0,15.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,669,749,-10.7,24.95,26.8
Millville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,274,273,0.4,12.14,22.6
Milo,15.0,15.0,0.0,10.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,136,91,49.5,0.96,141.3
Milton,7010.0,7485.0,6780.0,2800.0,1570.0,26.2,80.0,55.0,140.0,75.0,300.0,51.7,575.0,270.0,65.0,10.0,10.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,580.0,80.0,30.0,50.0,20.0,10.9,Ont.,132979,110128,20.7,363.83,365.5
Miminegash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,148,148,0.0,1.88,78.5
Miminegash,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,148,148,0.0,1.88,78.5
Minburn County No. 27,40.0,30.0,10.0,25.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,3014,3188,-5.5,2850.37,1.1
Minden Hills,505.0,535.0,155.0,55.0,95.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.3,Ont.,6971,6088,14.5,847.37,8.2
Ming's Bight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,298,319,-6.6,3.81,78.3
Mingan,145.0,30.0,20.0,10.0,15.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,552,552,0.0,17.24,32.0
Ministikwan 161,45.0,10.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,549,624,-12.0,86.58,6.3
Ministikwan 161A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,156,223,-30.0,29.38,5.3
Minitonas-Bowsman,100.0,130.0,55.0,15.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1587,1653,-4.0,1199.17,1.3
Minnedosa,575.0,185.0,115.0,75.0,20.0,16.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0,15.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.4,Man.,2741,2449,11.9,14.95,183.4
Minto,1070.0,815.0,325.0,105.0,105.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,275.0,25.0,30.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Ont.,9094,8671,4.9,300.19,30.3
Minto,1070.0,815.0,325.0,105.0,105.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,275.0,25.0,30.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,N.B.,2234,2305,-3.1,31.36,71.2
Minto,330.0,125.0,50.0,40.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,2234,2305,-3.1,31.36,71.2
Minto,330.0,125.0,50.0,40.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,9094,8671,4.9,300.19,30.3
Minto-Odanah,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1121,1189,-5.7,746.31,1.5
Minton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,50,55,-9.1,0.25,200.7
Mirabel,4135.0,8880.0,4275.0,1165.0,705.0,23.4,20.0,55.0,20.0,20.0,45.0,46.0,555.0,105.0,35.0,0.0,0.0,8.5,25.0,15.0,0.0,0.0,0.0,11.6,100.0,30.0,25.0,0.0,0.0,12.9,Que.,61108,50513,21.0,484.09,126.2
Mirabel,4135.0,8880.0,4275.0,1165.0,705.0,23.4,20.0,55.0,20.0,20.0,45.0,46.0,555.0,105.0,35.0,0.0,0.0,8.5,25.0,15.0,0.0,0.0,0.0,11.6,100.0,30.0,25.0,0.0,0.0,12.9,Que.,61108,50513,21.0,484.09,126.2
Miramichi,3550.0,2520.0,855.0,360.0,170.0,17.4,10.0,0.0,15.0,0.0,0.0,27.0,160.0,40.0,15.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,15.0,0.0,10.0,24.2,N.B.,17692,17537,0.9,178.98,98.8
Miry Creek No. 229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,378,370,2.2,1227.72,0.3
Miscouche,45.0,20.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,992,873,13.6,3.49,284.1
Miscouche,340.0,335.0,60.0,80.0,35.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,992,873,13.6,3.49,284.1
Mission 1,25.0,30.0,10.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,570,576,-1.0,0.28,2060.0
Mission 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,19,23,-17.4,0.26,73.1
Mission Lands 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,0,0.0,0.48,0.0
Mississagi River 8,65.0,10.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,414,411,0.7,18.26,22.7
Mississauga,31335.0,89420.0,58265.0,20520.0,15990.0,27.8,1140.0,3255.0,5280.0,3950.0,9150.0,50.2,3820.0,1810.0,575.0,140.0,90.0,13.9,40.0,35.0,45.0,0.0,10.0,24.0,2915.0,1165.0,770.0,275.0,425.0,20.5,Ont.,717961,721599,-0.5,292.74,2452.5
Mississaugas of Scugog Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,125,131,-4.6,2.57,48.6
